price,title,province,location,lat,lng,characteristics,agency,updated,numeric_data
38.000 €,Loft en venta en Centro,Guardo,42.788776599,-4.842590504,['Superficie construida : 93 m²', 'Superficie útil : 85 m²', 'Habitaciones : 1', 'Baños : 1', 'Planta : 4ª', 'Referencia : SA446-694393/3104', 'Amueblado', 'Tipo suelo : Parquet', 'Agua', 'Calefacción', 'Comedor', 'Trastero', 'Terraza', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de BEST HOUSE GUARDO,1675119780.0,{'timestamp': '16988388780291', 'soft_url': 'loft_guardo_centro_urbano_25067672873_100500_'}
50.000 €,Piso en venta en Centro,Guardo,42.7889,-4.84662,['Superficie construida : 50 m²', 'Superficie útil : 43 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : 3ª', 'Referencia : SA446-354513/3104', 'Amueblado', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de BEST HOUSE GUARDO,1674342180.0,{'timestamp': '1698838882818971', 'soft_url': 'piso_guardo_centro_urbano_3362730943_100500_'}
148.655 €,Piso en venta en Aguilar de Campoo,Aguilar de Campoo,42.7971397,-4.2596257,['Superficie construida : 86 m²', 'Superficie útil : 73 m²', 'Habitaciones : 3', 'Planta : Bajo', 'Conservación : A estrenar', 'Referencia : XA371-ON-5341A', 'Carpintería exterior', 'Calefacción : Gas', 'Cocina : Americana', 'Garaje', 'Trastero', 'Clasificación:  Pendiente de completar', 'Consumo:   A B C D E F G', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de INMOBILIARIA BARON & BARON,1674342600.0,{'timestamp': '1698838888345753', 'soft_url': 'piso_aguilar_de_campoo_centro_urbano_38424718195_108900_'}
135.000 €,Piso en venta en Centro,Guardo,42.7889,-4.84469,['Superficie construida : 130 m²', 'Superficie útil : 108 m²', 'Habitaciones : 4', 'Baños : 2', 'Planta : 3ª', 'Antigüedad : Entre 20 y 30 años', 'Referencia : SA446-348491/3104', 'Amueblado', 'Trastero', 'Ascensor', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de BEST HOUSE GUARDO,1674342180.0,{'timestamp': '1698838894672414', 'soft_url': 'piso_guardo_centro_urbano_85033826778_103000_'}
140.000 €,Casa en venta en Calle Real, 2,Calle Real, 2. Barruelo de Santullán,42.9118864,-4.2986082,['Superficie construida : 160 m²', 'Superficie útil : 128 m²', 'Habitaciones : 4', 'Baños : 2', 'Antigüedad : Más de 50 años', 'Conservación : En buen estado', 'Referencia : XA371-5312A', 'Agua', 'Luz', 'Calefacción : Eléctrica', 'Cocina : Independiente', 'Trastero', 'Clasificación:  Pendiente de completar', 'Consumo:   A B C D E F G', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de INMOBILIARIA BARON & BARON,1674774480.0,{'timestamp': '1698838901341395', 'soft_url': 'casa_barruelo_de_santullan_centro_urbano_36692674620_108900_'}
149.000 €,Casa en venta en Calle de Antonio Machado, 6,Calle de Antonio Machado, 6. Barruelo de Santullán,42.9076442,-4.2866965,['Superficie construida : 397 m²', 'Superficie útil : 280 m²', 'Habitaciones : 4', 'Superficie solar : 449 m²', 'Baños : 1', 'Antigüedad : Más de 50 años', 'Conservación : En buen estado', 'Referencia : XA371-5144A', 'Agua', 'Luz', 'Calefacción : Gasoil', 'Cocina : Independiente', 'Garaje', 'Clasificación:  Pendiente de completar', 'Consumo:   A B C D E F G', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de INMOBILIARIA BARON & BARON,1642719840.0,{'timestamp': '1698838906927737', 'soft_url': 'casa_barruelo_de_santullan_centro_urbano_19186851024_108900_'}
65.000 €,Casa en venta en Traspeña de La Peña,Castrejón de La Peña,42.818,-4.60299,['Superficie construida : 160 m²', 'Habitaciones : 4', 'Baños : 1', 'Antigüedad : Más de 50 años', 'Referencia : SA446-637463/3104', 'Amueblado', 'Agua', 'Chimenea', 'Comedor', 'Trastero', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de BEST HOUSE GUARDO,1674342180.0,{'timestamp': '1698838913100505', 'soft_url': 'casa_castrejon_de_la_pena_centro_urbano_10097873848_100500_'}
35.000 €,Piso en venta en Centro,Guardo,42.7889,-4.84662,['Superficie construida : 50 m²', 'Superficie útil : 50 m²', 'Habitaciones : 3', 'Planta : Bajo', 'Referencia : SA446-569825/3104', 'Calefacción : Gasoil', 'Comedor', 'Trastero', 'Clasificación:  Disponible', 'Emisiones:  62 Kg CO2/m2 año  A B C D E F G'],Inmuebles de BEST HOUSE GUARDO,1674342180.0,{'timestamp': '1698838918971163', 'soft_url': 'piso_guardo_centro_urbano_94241902665_100500_'}
35.000 €,Piso en venta en Las Rozas,Guardo,42.790396329,-4.860824121,['Superficie construida : 86 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : 1ª', 'Referencia : SA446-666673/3104', 'Amueblado', 'Agua', 'Calefacción', 'Comedor', 'Trastero', 'Terraza', 'Orientación : Este', 'Clasificación:  Disponible', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de BEST HOUSE GUARDO,1674342180.0,{'timestamp': '1698838924575985', 'soft_url': 'piso_guardo_centro_urbano_17535592192_100500_'}
88.000 €,Piso en venta en Calle del Palacio, 6,Calle del Palacio, 6. Cervera de Pisuerga,42.8662276,-4.4968169,['Superficie construida : 88 m²', 'Superficie útil : 87 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : 3ª', 'Antigüedad : Entre 30 y 50 años', 'Conservación : En buen estado', 'Referencia : XA371-5318A', 'Tipo suelo : Tarima', 'Carpintería exterior', 'Calefacción : Gas', 'Trastero', 'Ascensor', 'Clasificación:  Pendiente de completar', 'Consumo:   A B C D E F G', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de INMOBILIARIA BARON & BARON,1672960140.0,{'timestamp': '1698838930037144', 'soft_url': 'piso_cervera_de_pisuerga_centro_urbano_36747019908_108900_'}
36.000 €,Casa en venta en Matamorisca,Matamorisca (Aguilar de Campoo),42.773836373,-4.36508134,['Superficie construida : 378 m²', 'Superficie útil : 300 m²', 'Superficie solar : 726 m²', 'Conservación : A reformar', 'Referencia : XA371-5076A', 'Clasificación:  Exento', 'Pedir más información'],Inmuebles de INMOBILIARIA BARON & BARON,1674947100.0,{'timestamp': '1698838935344834', 'soft_url': 'casa_matamorisca_15058894405_108900_'}
