price,lat,lng,updated,type,paseo,carretera,bulevar,autovia,calle,parque,plaza,avenida,publisher,age,garage,lift,surface,net_surface,garden,rooms,condition,bathrooms
1190000.0,40.5326563,-3.6584383,1672700640.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,240.0,,yes,5.0,,3.0
420000.0,40.596137491,-3.500969383,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,317.0,,yes,6.0,,6.0
420000.0,40.6032957,-3.5011266,1672960200.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,10.0,yes,no,317.0,317.0,yes,3.0, A reformar,3.0
1195000.0,40.4710025,-3.6950983,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,230.0,,yes,4.0,,4.0
398999.0,40.3685117,-3.7595282,1672614600.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,400.0,,no,4.0,,2.0
325000.0,40.385807,-4.2462916,1674342420.0,Chalet,1,1,1,1,1,1,1,1,particular,10.0,no,no,260.0,240.0,no,4.0, En buen estado,4.0
399000.0,40.401103834,-3.76226332,1673392140.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,106.0,,no,3.0,,2.0
399000.0,40.401103834,-3.76226332,1673392140.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,106.0,,no,4.0,,3.0
499900.0,40.3310479219877,-3.51145272328094,1672787400.0,Chalet,2,2,2,2,2,2,2,2,particular,20.0,yes,no,242.0,238.0,yes,5.0, En buen estado,4.0
998000.0,40.4515768,-3.5808664,1672701000.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,208.0,,yes,5.0,,3.0
995000.0,40.4532222,-3.6656237,1672787400.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,50.0,no,no,160.0,111.0,yes,3.0, A reformar,3.0
1200000.0,40.4547402,-3.6649126,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,50.0,no,no,180.0,160.0,yes,3.0, En buen estado,3.0
3200000.0,40.4565205,-3.6828488,1672614600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,30.0,yes,no,573.0,471.0,yes,7.0, A reformar,5.0
560000.0,40.6106469,-3.5813218,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,213.0,,yes,5.0,,3.0
580000.0,40.556518542257,-3.91122899999988,1673132760.0,Chalet,1,1,1,1,1,1,1,1,particular,20.0,yes,no,173.0,,yes,3.0, En buen estado,4.0
543000.0,40.6590737,-3.7657485,1675033560.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,no,no,260.0,206.0,no,3.0, En buen estado,3.0
1890000.0,40.4605464,-3.6560895,1672873800.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,10.0,yes,no,450.0,410.0,yes,7.0, En buen estado,6.0
324900.0,40.6087172,-4.0280151,1674601740.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,30.0,no,no,145.0,145.0,yes,5.0, En buen estado,3.0
335900.0,40.7358774,-3.5854376,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,30.0,yes,no,316.0,300.0,yes,5.0, En buen estado,3.0
260000.0,40.737034,-3.58532,1672787340.0,Chalet,2,2,2,2,2,2,2,2,particular,30.0,yes,no,160.0,,no,3.0, En buen estado,2.0
453000.0,40.65707,-3.7615426,1673651220.0,Chalet,1,1,1,1,1,1,1,1,particular,10.0,yes,no,253.0,187.0,yes,4.0, En buen estado,3.0
890000.0,40.5222064,-3.6222414,1674428940.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,160.0,,yes,3.0,,3.0
1625000.0,40.524368123,-3.645134191,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,10.0,yes,no,300.0,300.0,yes,4.0, Reformado,5.0
418000.0,40.556434054394,-3.63008956560407,1673219340.0,Chalet,0,0,0,0,0,0,0,0,particular,20.0,no,no,155.0,123.0,yes,4.0, En buen estado,3.0
790000.0,40.452751,-3.81068,1674428940.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,308.0,,yes,3.0,,4.0
895000.0,40.4477433,-3.8193666,1672701000.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,238.0,,yes,4.0,,4.0
750000.0,40.452751,-3.81068,1674947340.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,210.0,,no,4.0,,3.0
1195000.0,40.6076411,-3.6468933,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,265.0,,yes,4.0,,3.0
1195000.0,40.534409,-3.7827479,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,265.0,,yes,4.0,,3.0
425000.0,40.473775,-3.7058167,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,254.0,,no,3.0,,2.0
3200000.0,40.472712414,-3.687116704,1672614600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,573.0,,yes,7.0,,7.0
350000.0,40.4968763,-3.6872923,1672787400.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,50.0,no,no,80.0,,no,3.0, A reformar,1.0
149000.0,40.632996107,-3.514398208,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,182.0,,no,,,
250000.0,40.63338,-3.5098705,1672787400.0,Chalet,1,1,1,1,1,1,1,1,particular,30.0,no,no,130.0,,yes,4.0, A reformar,2.0
360000.0,40.29078,-3.7417617,1674515160.0,Chalet,1,1,1,1,1,1,1,1,particular,30.0,no,no,188.0,,no,4.0, En buen estado,3.0
1415000.0,40.4531600137495,-3.61653648548962,1673650980.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,20.0,yes,no,460.0,353.0,yes,5.0, En buen estado,5.0
358000.0,40.2468955,-3.8310445,1672787400.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,20.0,yes,no,200.0,200.0,yes,4.0, En buen estado,3.0
339900.0,40.2507,-3.82109,1642029120.0,Chalet,1,1,1,1,1,1,1,1,particular,20.0,yes,no,284.0,130.0,yes,3.0, A reformar,3.0
446500.0,40.546852,-3.8911335,1674947160.0,Chalet,1,1,1,1,1,1,1,1,particular,10.0,yes,no,167.0,150.0,yes,4.0, En buen estado,3.0
225260.0,40.0564698,-3.5917098,1672787400.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,10.0,yes,no,167.0,167.0,yes,3.0, En buen estado,3.0
1340000.0,40.5230717,-3.6278085,1674601680.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,300.0,,yes,4.0,,5.0
1650000.0,40.5136396,-3.627111,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,460.0,,yes,6.0,,5.0
1150000.0,40.524056661,-3.624884682,1673651220.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,200.0,,yes,4.0,,3.0
1200000.0,40.5246916,-3.6322322,1674428940.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,222.0,,yes,6.0,,4.0
580000.0,40.3460588,-3.7442234,1673910240.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,20.0,no,yes,355.0,355.0,no,5.0,,4.0
479260.0,40.299674,-3.842797,1672787400.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,10.0,yes,no,234.0,154.0,no,3.0, Reformado,3.0
398000.0,40.29718,-3.8427616,1672787400.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,20.0,yes,no,161.0,154.0,yes,3.0, En buen estado,3.0
399000.0,40.6752739,-3.9772977,1672614360.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,0.0,yes,no,185.0,180.0,yes,3.0, A estrenar,3.0
470000.0,40.6758334,-3.7715073,1673651160.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,no,no,180.0,137.0,no,3.0, A estrenar,3.0
772000.0,40.4906566,-3.8637706,1674947340.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,595.0,,yes,6.0,,5.0
355000.0,40.736837151,-3.94494654,1674169740.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,205.0,,no,5.0,,3.0
649000.0,40.5438319414363,-3.33355660318099,1673823960.0,Chalet,1,1,1,1,1,1,1,1,particular,10.0,yes,no,470.0,,yes,4.0, En buen estado,4.0
350000.0,40.5564613342285,-3.33016991615295,1674947340.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,269.0,269.0,yes,3.0,,3.0
387000.0,40.39181,-3.4883828,1673046540.0,Chalet,0,0,0,0,0,0,0,0,particular,20.0,yes,no,282.0,250.0,yes,3.0, En buen estado,3.0
340000.0,40.3942386,-3.4759863,1674947340.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,10.0,yes,no,220.0,190.0,yes,4.0, En buen estado,3.0
350000.0,40.3974163,-3.482136,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,277.0,230.0,yes,5.0, En buen estado,3.0
925000.0,40.4594374,-3.7798289,1673132520.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,374.0,,yes,6.0,,5.0
925000.0,40.4687904,-3.7865541,1674515100.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,360.0,,yes,9.0,,6.0
1150000.0,40.4702421,-3.7887477,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,328.0,,yes,7.0,,5.0
739900.0,40.520858584,-3.891744239,1675033740.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,324.0,,yes,5.0,,4.0
315000.0,40.263235,-3.8516729,1672701000.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,20.0,yes,no,165.0,140.0,no,3.0, Reformado,3.0
379000.0,40.260944271,-3.863678857,1672701000.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,240.0,240.0,no,5.0, En buen estado,3.0
390000.0,40.703754108,-3.956264288,1672960140.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,279.0,,yes,3.0,,4.0
285000.0,40.6819548,-3.9502948,1672528200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,160.0,,no,4.0,,3.0
134990.0,40.323659643,-3.860795238,1673910540.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,5.0,yes,no,180.0,177.0,yes,4.0, Reformado,3.0
4200000.0,40.4663148,-3.6794201,1674947340.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,450.0,400.0,yes,7.0, En buen estado,6.0
997000.0,40.4813345,-3.7310073,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,385.0,,yes,5.0,,6.0
865000.0,40.4720471,-3.7319827,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,243.0,,yes,4.0,,4.0
269000.0,40.3242842,-3.6677919,1674601740.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,84.0,,no,3.0,,3.0
640000.0,40.543212209,-3.902564671,1672528200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,260.0,,yes,4.0,,3.0
2950000.0,40.4572548,-3.639161,1674342540.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,740.0,,yes,5.0,,7.0
1385000.0,40.4137995,-3.7911611,1672873800.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,10.0,yes,no,445.0,445.0,no,5.0, En buen estado,5.0
650000.0,40.4476107,-3.8182022,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,155.0,,yes,4.0,,2.0
160000.0,40.375696058,-3.663062884,1674860940.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,50.0,no,no,82.0,,no,2.0, En buen estado,2.0
792000.0,40.4495358,-3.6034872,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,325.0,,yes,4.0,,4.0
770000.0,40.3866165,-3.5448504,1673132700.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,180.0,,yes,4.0,,3.0
520000.0,40.375164,-3.5473392,1674428760.0,Chalet,2,2,2,2,2,2,2,2,particular,0.0,yes,no,229.0,,yes,4.0, Reformado,3.0
385000.0,40.366525661789,-3.54190521397544,1673824140.0,Chalet,2,2,2,2,2,2,2,2,particular,30.0,yes,no,150.0,140.0,yes,4.0, A reformar,2.0
445000.0,40.682826,-3.6178896,1672614600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,10.0,yes,no,207.0,207.0,yes,4.0, En buen estado,3.0
457700.0,40.4495358,-3.6034872,1675033740.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,118.0,,yes,4.0,,3.0
970000.0,40.4384565,-3.6366378,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,279.0,,yes,4.0,,4.0
289000.0,40.2232956,-3.7725255,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,10.0,yes,no,174.0,153.0,yes,3.0, En buen estado,3.0
490000.0,40.4347312,-3.49018,1674256140.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,245.0,,yes,5.0,,4.0
275000.0,40.2078042,-3.5768613,1673996940.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,0.0,yes,no,169.0,141.0,yes,4.0, A estrenar,3.0
1090000.0,40.4089957,-3.8967017,1674860940.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,361.0,,yes,5.0,,6.0
535000.0,40.408657,-3.8873336,1674860940.0,Chalet,2,2,2,2,2,2,2,2,particular,20.0,yes,no,201.0,,yes,4.0, En buen estado,4.0
849999.0,40.4721315,-3.5957854,1672614600.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,,yes,no,282.0,,yes,4.0,,3.0
850000.0,40.4721361,-3.595787,1673823900.0,Chalet,1,1,1,1,1,1,1,1,particular,20.0,yes,no,,828.0,yes,4.0, En buen estado,3.0
292000.0,40.201782,-3.7983465,1675120020.0,Chalet,0,0,0,0,0,0,0,0,particular,20.0,yes,no,211.0,,yes,5.0, En buen estado,3.0
285000.0,40.8286609,-3.5387507,1673046600.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,0.0,yes,no,190.0,150.0,no,4.0, En buen estado,4.0
265000.0,40.8235929674799,-3.53748227382616,1672873800.0,Chalet,0,0,0,0,0,0,0,0,particular,5.0,yes,no,180.0,,yes,5.0, En buen estado,3.0
370000.0,40.400417,-3.3617024,1672701000.0,Chalet,2,2,2,2,2,2,2,2,particular,20.0,no,no,270.0,,no,4.0, Reformado,4.0
185000.0,40.3594518576896,-4.39872598835939,1673219100.0,Chalet,0,0,0,0,0,0,0,0,particular,20.0,no,no,130.0,120.0,no,3.0, En buen estado,2.0
1860000.0,40.4952993,-3.622663,1674860940.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,346.0,,yes,6.0,,5.0
630000.0,40.47886,-3.62938,1672614600.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,,yes,yes,240.0,,no,4.0, En buen estado,2.0
1837000.0,40.4660386,-3.7760004,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,0.0,yes,no,355.0,300.0,yes,3.0, A estrenar,4.0
775000.0,40.466017,-3.7788412,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,310.0,,yes,5.0,,4.0
850000.0,40.4599329,-3.786,1673132940.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,273.0,,no,5.0,,3.0
1750000.0,40.466057138,-3.76744164,1672873800.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,5.0,yes,no,400.0,360.0,yes,5.0, En buen estado,5.0
1050000.0,40.4298989,-3.9059554,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,432.0,,yes,4.0,,4.0
306000.0,40.6273987,-3.9972857,1672959780.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,30.0,no,no,180.0,160.0,yes,4.0, A reformar,3.0
365000.0,40.6278977,-3.9980263,1673305560.0,Chalet,1,1,1,1,1,1,1,1,particular,20.0,yes,no,178.0,90.0,no,4.0, Reformado,4.0
322000.0,40.6442898,-3.9843858,1673651340.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,171.0,,yes,4.0,,3.0
390000.0,40.6396,-3.9924304,1672701000.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,180.0,,yes,4.0,,4.0
125000.0,40.444553,-3.364559,1673392020.0,Chalet,1,1,1,1,1,1,1,1,particular,0.0,no,no,52.0,180.0,no,1.0, A estrenar,1.0
,,,,,0,0,0,0,0,0,0,0,particular,,no,no,,,no,,,
535000.0,40.4414996,-3.9943269,1672701000.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,231.0,,yes,5.0,,4.0
750000.0,40.447456,-3.7951305,1674774540.0,Chalet,2,2,2,2,2,2,2,2,particular,20.0,yes,no,260.0,,yes,5.0, En buen estado,5.0
475000.0,40.5719077,-3.9988804,1672960200.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,258.0,,yes,5.0,,3.0
369900.0,40.2643265,-3.9258793,1672787400.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,20.0,yes,no,256.0,256.0,yes,5.0, En buen estado,3.0
1260000.0,40.4781328,-3.5784904,1672701000.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,307.0,,yes,5.0,,4.0
,40.5366347,-3.4847283,1643152320.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,245.0,245.0,yes,5.0, En buen estado,3.0
552100.0,40.5314463,-3.4798857,1673219160.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,300.0,257.0,no,5.0, En buen estado,3.0
800000.0,40.612077916,-3.471242091,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,666.0,,yes,4.0,,4.0
370000.0,40.630069918,-3.470403343,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,211.0,,yes,5.0, En buen estado,3.0
200000.0,40.5433502,-3.6338382,1673046600.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,no,no,70.0,65.0,no,4.0, En buen estado,1.0
449000.0,40.5495992,-3.641248,1673046600.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,30.0,yes,no,189.0,189.0,no,4.0,,3.0
449000.0,40.5495992,-3.641248,1672614600.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,30.0,yes,no,189.0,189.0,no,4.0,,3.0
6500000.0,40.5128997,-3.6235553,1672700640.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,1200.0,,yes,7.0,,9.0
4150000.0,40.5237439,-3.6311126,1674515100.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,643.0,,yes,5.0,,5.0
2990000.0,40.5094302,-3.6284985,1673391900.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,30.0,yes,no,700.0,700.0,no,7.0,,5.0
935000.0,40.5306586,-3.6518926,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,209.0,,no,4.0, Reformado,4.0
249900.0,40.3136457,-4.1971427,1640992320.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,212.0,188.0,yes,4.0,,3.0
620000.0,40.3210889,-4.2043335,1672873740.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,no,no,309.0,300.0,no,4.0,,3.0
150000.0,40.3027892,-4.215461,1642460940.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,112.0,94.0,no,4.0,,1.0
299000.0,40.321374,-4.1973374,1673218860.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,262.0,252.0,no,6.0,,2.0
330000.0,40.3207253,-4.1968688,1673823900.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,310.0,309.0,no,5.0,,3.0
190000.0,40.3147301,-4.2004315,1674688020.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,no,no,126.0,,no,3.0, En buen estado,2.0
190000.0,40.3178401,-4.1918483,1673219280.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,136.0,129.0,no,3.0,,2.0
320000.0,40.3144851,-4.2416937,1673478480.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,272.0,257.0,no,3.0,,2.0
,40.291089135,-4.211921889,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,180.0,170.0,yes,5.0, En buen estado,3.0
250000.0,40.3237091,-4.2014465,1674688020.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,,no,no,1500.0,,no,4.0, A reformar,1.0
1144000.0,40.6055643,-3.5055322,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,646.0,,yes,6.0,,6.0
1200000.0,40.6055643,-3.5055322,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,448.0,,yes,6.0,,5.0
2400000.0,40.6055643,-3.5055322,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,792.0,,yes,6.0,,9.0
739000.0,40.6046828,-3.5024102,1674083100.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,30.0,yes,no,402.0,322.0,yes,3.0, En buen estado,3.0
1050000.0,40.596137491,-3.500969383,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,337.0,,no,5.0,,4.0
1695000.0,40.596137491,-3.500969383,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,528.0,,yes,5.0,,7.0
2490000.0,40.6055643,-3.5055322,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,507.0,,yes,6.0,,6.0
1390000.0,40.591707767,-3.529066071,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,574.0,,yes,5.0,,4.0
460000.0,40.6082837,-3.5027812,1673478540.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,252.0,,no,4.0, En buen estado,2.0
1225700.0,40.6088371,-3.5458716,1642374660.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,no,no,771.0,700.0,no,12.0, En buen estado,9.0
,,,,,0,0,0,0,0,0,0,0,particular,,no,no,,,no,,,
1950000.0,40.596137491,-3.500969383,1673046600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,1126.0,,yes,5.0,,6.0
650000.0,40.6061059,-3.5457779,1673651220.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,650.0,640.0,yes,3.0, En buen estado,3.0
417700.0,40.5995551,-3.4977157,1673824080.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,242.0,,no,4.0, En buen estado,3.0
595000.0,40.6035838,-3.5007883,1674774540.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,245.0,,no,4.0, En buen estado,3.0
420000.0,40.6033,-3.50143,1674601740.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,408.0,390.0,no,3.0,,3.0
420000.0,40.6034,-3.50135,1672787340.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,408.0,,no,4.0, En buen estado,3.0
879000.0,40.3228579,-6.4718061,1672960200.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,617.0,617.0,yes,6.0,,4.0
565000.0,40.6611693,-4.0293939,1672873740.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,215.0,200.0,no,4.0, En buen estado,3.0
1200000.0,40.6629716,-4.0383302,1674083160.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,600.0,,yes,6.0, En buen estado,6.0
820000.0,40.6652112,-4.0322826,1673392140.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,378.0,,yes,5.0,,4.0
650000.0,40.6604444,-4.0256271,1674083160.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,265.0,,yes,3.0, En buen estado,2.0
598000.0,40.6491157,-4.0357399,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,414.0,,yes,5.0,,5.0
595000.0,40.662247389,-4.045482034,1672873740.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,286.0,,no,4.0,,3.0
590000.0,40.6595583,-4.0329955,1672614600.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,318.0,,no,7.0, En buen estado,3.0
615000.0,40.6517196,-4.0261027,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,317.0,,yes,4.0,,3.0
600000.0,40.655387,-4.0271615,1672701000.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,,yes,no,250.0,,yes,4.0, En buen estado,3.0
250000.0,40.6598309,-4.0271771,1674342540.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,160.0,,yes,1.0, A reformar,
395000.0,40.6598309,-4.0271771,1674515340.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,yes,no,200.0,,yes,5.0,,2.0
450000.0,40.5157064,-3.5376023,1672960200.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,30.0,no,no,447.0,400.0,yes,4.0, En buen estado,3.0
130000.0,40.327010339,-3.185416538,1674947100.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,78.0,,no,, En buen estado,
95000.0,40.3309283,-3.1810768,1675033680.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,no,no,178.0,,no,5.0, En buen estado,2.0
150000.0,40.3213494,-3.178731,1672787400.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,100.0,92.0,no,3.0,,2.0
1300000.0,40.4717158,-3.6617616,1673478300.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,,no,no,420.0,375.0,yes,6.0, A reformar,6.0
675000.0,40.4786555,-3.6576833,1674256140.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,50.0,no,no,164.0,,yes,3.0,,2.0
390000.0,40.47705,-3.66021,1672614600.0,Chalet,2,2,2,2,2,2,2,2,inmobiliaria,,yes,no,125.0,125.0,yes,3.0, En buen estado,2.0
248000.0,40.060197,-3.6053413,1672873800.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,10.0,no,no,171.0,143.0,no,3.0, En buen estado,2.0
780000.0,40.4185203,-3.6199303,1673651340.0,Chalet,0,0,0,0,0,0,0,0,inmobiliaria,20.0,no,no,400.0,325.0,yes,4.0,,4.0
74000.0,40.301036,-3.4416863,1672701000.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,no,no,45.0,,no,,,
,,,,,0,0,0,0,0,0,0,0,particular,,no,no,,,no,,,
795000.0,40.5615,-3.651,1674169740.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,350.0,,no,4.0, En buen estado,4.0
783750.0,40.5611,-3.65051,1673564520.0,Chalet,1,1,1,1,1,1,1,1,inmobiliaria,,yes,no,319.0,,no,4.0, En buen estado,4.0
